time,cycle,altitude,north_pos,east_pos,forward_vel,side_vel,vertical_vel,total_vel,roll_angle,pitch_angle,yaw_angle,roll_rate,pitch_rate,yaw_rate,aileron,elevator,rudder,throttle,aoa,sideslip,g_force,heading_deg,bank_deg,pitch_deg,aoa_deg,slip_deg
0.550000,110,999.684896,30.475568,0.000004,55.717133,-0.000163,5.818741,56.020145,0.000011,0.031161,0.000004,0.000041,0.001236,0.000017,0.000872,0.021462,0.000420,0.719976,-0.104056,-0.000003,0.793599,0.000256,0.000641,1.785393,-5.961993,-0.000168
0.600000,120,999.455712,33.271207,0.000005,55.766804,-0.000185,6.853696,56.186383,0.000013,0.031216,0.000005,0.000045,0.000965,0.000019,0.000952,0.016409,0.000458,0.719157,-0.122286,-0.000003,1.023740,0.000307,0.000766,1.788546,-7.006471,-0.000190
0.650000,130,999.171577,36.070836,0.000006,55.806806,-0.000205,8.029324,56.381465,0.000016,0.031257,0.000006,0.000048,0.000661,0.000020,0.001032,0.010675,0.000496,0.718198,-0.142897,-0.000004,1.289801,0.000363,0.000902,1.790875,-8.187367,-0.000211
0.700000,140,998.824893,38.874115,0.000007,55.833238,-0.000224,9.366464,56.613435,0.000018,0.031281,0.000007,0.000052,0.000320,0.000022,0.001112,0.004160,0.000534,0.717058,-0.166210,-0.000004,1.596870,0.000422,0.001048,1.792280,-9.523142,-0.000229
0.750000,150,998.406919,41.680508,0.000008,55.840841,-0.000238,10.889763,56.892763,0.000021,0.031288,0.000008,0.000055,-0.000061,0.000023,0.001192,-0.003254,0.000572,0.715688,-0.192597,-0.000004,1.951861,0.000487,0.001203,1.792652,-11.034999,-0.000244
0.800000,160,997.907549,44.489213,0.000008,55.822506,-0.000249,12.628688,57.233172,0.000024,0.031274,0.000010,0.000058,-0.000487,0.000024,0.001272,-0.011711,0.000611,0.714020,-0.222484,-0.000004,2.363853,0.000555,0.001369,1.791866,-12.747407,-0.000255
0.850000,170,997.315038,47.299056,0.000007,55.768574,-0.000253,14.618954,57.652820,0.000027,0.031238,0.000011,0.000061,-0.000962,0.000026,0.001352,-0.021382,0.000651,0.711967,-0.256368,-0.000005,2.844790,0.000627,0.001543,1.789790,-14.688794,-0.000260
0.900000,180,996.615634,50.108349,0.000004,55.665818,-0.000251,16.904567,58.176006,0.000030,0.031176,0.000012,0.000064,-0.001489,0.000027,0.001432,-0.032479,0.000691,0.709409,-0.294829,-0.000005,3.410655,0.000702,0.001725,1.786276,-16.892459,-0.000258
0.950000,190,995.793086,52.914690,-0.000001,55.495932,-0.000240,19.540841,58.835728,0.000033,0.031087,0.000014,0.000066,-0.002071,0.000028,0.001512,-0.045268,0.000732,0.706188,-0.338556,-0.000004,4.083358,0.000781,0.001914,1.781172,-19.397830,-0.000248
1.000000,200,994.827967,55.714670,-0.000009,55.233183,-0.000220,22.598994,59.677625,0.000037,0.030968,0.000015,0.000068,-0.002709,0.000029,0.001592,-0.060092,0.000774,0.702082,-0.388375,-0.000004,4.893818,0.000863,0.002109,1.774316,-22.252223,-0.000228
1.050000,210,993.696696,58.503439,-0.000022,54.840659,-0.000187,26.173391,60.766309,0.000040,0.030815,0.000017,0.000069,-0.003401,0.000030,0.001672,-0.077401,0.000817,0.696780,-0.445293,-0.000003,5.887154,0.000947,0.002309,1.765552,-25.513394,-0.000196
1.100000,220,992.370090,61.274040,-0.000042,54.263979,-0.000141,30.393452,62.195991,0.000044,0.030626,0.000018,0.000069,-0.004139,0.000030,0.001752,-0.097817,0.000861,0.689829,-0.510567,-0.000003,7.131824,0.001032,0.002510,1.754732,-29.253346,-0.000149
1.150000,230,990.811122,64.016348,-0.000071,53.420162,-0.000080,35.444208,64.109325,0.000047,0.030399,0.000020,0.000069,-0.004907,0.000030,0.001832,-0.122219,0.000907,0.680547,-0.585806,-0.000001,8.736578,0.001119,0.002711,1.741744,-33.564222,-0.000086
1.200000,240,988.971244,66.715260,-0.000113,52.176622,-0.000002,41.604051,66.733027,0.000051,0.030134,0.000021,0.000067,-0.005675,0.000030,0.001912,-0.151929,0.000955,0.667852,-0.673135,-0.000000,10.884116,0.001204,0.002908,1.726537,-38.567793,-0.000002
1.250000,250,986.783993,69.347458,-0.000172,50.308141,0.000092,49.319631,70.450941,0.000054,0.029831,0.000022,0.000063,-0.006391,0.000028,0.001992,-0.189054,0.001004,0.649932,-0.775476,0.000002,13.903785,0.001287,0.003097,1.709174,-44.431528,0.000105
1.300000,260,984.152872,71.875011,-0.000257,47.398912,0.000201,59.370443,75.970431,0.000057,0.029495,0.000024,0.000057,-0.006961,0.000026,0.002072,-0.237240,0.001055,0.623474,-0.897057,0.000004,18.447030,0.001364,0.003271,1.689920,-51.397578,0.000243
1.350000,270,980.925664,74.231246,-0.000379,42.584979,0.000316,73.284778,84.759301,0.000060,0.029136,0.000025,0.000048,-0.007187,0.000023,0.002152,-0.300000,0.001106,0.581702,-1.044398,0.000007,25.979750,0.001433,0.003423,1.669390,-59.839600,0.000425
1.400000,280,976.830355,76.283707,-0.000561,33.714312,0.000413,94.632772,100.459029,0.000062,0.028820,0.000026,0.000036,-0.005285,0.000017,0.002232,-0.300000,0.001156,0.508168,-1.228551,0.000012,40.514217,0.001489,0.003545,1.651248,-70.390814,0.000702
1.450000,290,971.266925,77.706815,-0.000854,13.512089,0.000382,134.659516,135.335737,0.000063,0.028614,0.000027,0.000020,-0.002930,0.000010,0.002312,-0.300000,0.001196,0.500000,-1.470788,0.000028,77.253436,0.001528,0.003627,1.639453,-84.269971,0.001618
1.500000,300,962.142404,77.212475,0.011049,-68.755001,-17.746969,264.353818,273.724581,0.000064,0.029113,0.000015,0.000027,-0.743952,-0.002122,0.002392,-0.300000,-0.138803,0.500000,-1.825246,-2.888987,288.033512,0.000863,0.003642,1.668034,-104.578887,-165.526782
1.550000,310,1000.093188,74.514600,-0.017196,55.039227,-0.000034,0.180660,55.039524,0.000002,0.050057,0.000043,0.000102,0.002417,0.000032,0.002472,0.049211,0.001233,0.724831,-0.003282,-0.000001,1468.610034,0.002468,0.000132,2.868044,-0.188066,-0.000036
1.600000,320,1000.215040,77.265322,-0.017079,55.095794,-0.000142,0.469978,55.097798,0.000008,0.050188,0.000045,0.000125,0.002682,0.000049,0.002552,0.047752,0.001263,0.724541,-0.008530,-0.000003,512.347296,0.002588,0.000474,2.875568,-0.488732,-0.000147
1.650000,330,1000.322030,80.019641,-0.016962,55.152930,-0.000268,0.796981,55.158688,0.000015,0.050321,0.000048,0.000131,0.002606,0.000055,0.002632,0.046110,0.001290,0.724238,-0.014449,-0.000005,178.873974,0.002739,0.000850,2.883154,-0.827888,-0.000278
1.700000,340,1000.412157,82.777687,-0.016843,55.210540,-0.000393,1.166362,55.222859,0.000022,0.050448,0.000051,0.000135,0.002501,0.000057,0.002711,0.044262,0.001318,0.723919,-0.021123,-0.000007,62.551751,0.002901,0.001239,2.890470,-1.210234,-0.000407
1.750000,350,1000.483156,85.539600,-0.016724,55.268464,-0.000511,1.583755,55.291151,0.000029,0.050570,0.000054,0.000138,0.002383,0.000059,0.002791,0.042182,0.001346,0.723579,-0.028648,-0.000009,21.947887,0.003068,0.001639,2.897467,-1.641400,-0.000530
1.800000,360,1000.532457,88.305522,-0.016603,55.326446,-0.000622,2.055583,55.364619,0.000036,0.050686,0.000057,0.000142,0.002251,0.000060,0.002871,0.039839,0.001375,0.723215,-0.037137,-0.000011,7.764817,0.003239,0.002050,2.904105,-2.127772,-0.000644
1.850000,370,1000.557147,91.075602,-0.016480,55.384114,-0.000723,2.589160,55.444602,0.000043,0.050795,0.000060,0.000146,0.002103,0.000061,0.002951,0.037197,0.001404,0.722819,-0.046715,-0.000013,2.840664,0.003413,0.002471,2.910343,-2.676580,-0.000748
1.900000,380,1000.553916,93.849983,-0.016356,55.440930,-0.000816,3.192830,55.532791,0.000051,0.050896,0.000063,0.000149,0.001938,0.000062,0.003031,0.034216,0.001435,0.722382,-0.057526,-0.000015,1.189962,0.003591,0.002902,2.916132,-3.296009,-0.000843
1.950000,390,1000.519008,96.628801,-0.016230,55.496138,-0.000898,3.876127,55.631337,0.000058,0.050988,0.000066,0.000153,0.001752,0.000064,0.003111,0.030849,0.001467,0.721895,-0.069732,-0.000016,0.708145,0.003772,0.003344,2.921417,-3.995334,-0.000927
2.000000,400,1000.448148,99.412174,-0.016102,55.548690,-0.000970,4.649977,55.742975,0.000066,0.051071,0.000069,0.000156,0.001544,0.000065,0.003191,0.027045,0.001499,0.721344,-0.083515,-0.000017,0.654117,0.003957,0.003796,2.926138,-4.785070,-0.001001
2.050000,410,1000.336473,102.200187,-0.015973,55.597154,-0.001032,5.526945,55.871197,0.000074,0.051142,0.000072,0.000159,0.001310,0.000066,0.003271,0.022742,0.001533,0.720712,-0.099085,-0.000019,0.768534,0.004144,0.004257,2.930226,-5.677154,-0.001063
2.100000,420,1000.178434,104.992875,-0.015843,55.639583,-0.001081,6.521535,56.020475,0.000083,0.051201,0.000076,0.000162,0.001047,0.000067,0.003351,0.017869,0.001568,0.719978,-0.116678,-0.000019,0.962384,0.004336,0.004728,2.933602,-6.685155,-0.001113
2.150000,430,999.967695,107.790202,-0.015712,55.673344,-0.001118,7.650587,56.196555,0.000091,0.051246,0.000079,0.000165,0.000753,0.000068,0.003431,0.012347,0.001604,0.719112,-0.136564,-0.000020,1.207260,0.004530,0.005208,2.936180,-7.824533,-0.001151
2.200000,440,999.696996,110.592020,-0.015582,55.694888,-0.001142,8.933781,56.406852,0.000099,0.051275,0.000083,0.000168,0.000422,0.000069,0.003511,0.006079,0.001641,0.718080,-0.159051,-0.000021,1.496873,0.004728,0.005696,2.937864,-9.112944,-0.001175
2.250000,450,999.357993,113.398029,-0.015453,55.699432,-0.001150,10.394311,56.660995,0.000108,0.051287,0.000086,0.000170,0.000052,0.000070,0.003591,-0.001046,0.001680,0.716834,-0.184492,-0.000021,1.833731,0.004928,0.006191,2.938544,-10.570624,-0.001183
2.300000,460,998.941061,116.207711,-0.015327,55.680522,-0.001143,12.059794,56.971564,0.000117,0.051280,0.000090,0.000173,-0.000361,0.000071,0.003671,-0.009162,0.001721,0.715312,-0.213295,-0.000021,2.224787,0.005132,0.006693,2.938101,-12.220877,-0.001176
2.350000,470,998.435032,119.020244,-0.015205,55.629413,-0.001117,13.963541,57.355140,0.000126,0.051250,0.000093,0.000174,-0.000823,0.000072,0.003751,-0.018429,0.001763,0.713435,-0.245929,-0.000020,2.680431,0.005338,0.007200,2.936404,-14.090697,-0.001150
2.400000,480,997.826863,121.834383,-0.015091,55.534174,-0.001070,16.146357,57.833808,0.000135,0.051196,0.000097,0.000175,-0.001336,0.000073,0.003831,-0.029044,0.001808,0.711096,-0.282946,-0.000019,3.214927,0.005547,0.007712,2.933310,-16.211595,-0.001104
2.450000,490,997.101193,124.648285,-0.014986,55.378367,-0.001002,18.659183,58.437390,0.000144,0.051115,0.000100,0.000175,-0.001903,0.000074,0.003910,-0.041252,0.001854,0.708148,-0.324993,-0.000018,3.847831,0.005757,0.008225,2.928668,-18.620726,-0.001037
2.500000,500,996.239727,127.459266,-0.014895,55.139023,-0.000909,21.567065,59.206842,0.000153,0.051004,0.000104,0.000175,-0.002526,0.000074,0.003990,-0.055364,0.001903,0.704395,-0.372845,-0.000016,4.606536,0.005968,0.008738,2.922317,-21.362444,-0.000944
2.550000,510,995.220373,130.263442,-0.014822,54.783456,-0.000788,24.955351,60.199639,0.000161,0.050861,0.000108,0.000173,-0.003204,0.000074,0.004070,-0.071792,0.001955,0.699559,-0.427441,-0.000014,5.530590,0.006178,0.009247,2.914099,-24.490553,-0.000824
2.600000,520,994.015965,133.055175,-0.014775,54.263984,-0.000637,28.939724,61.498680,0.000170,0.050682,0.000111,0.000169,-0.003931,0.000073,0.004150,-0.091088,0.002010,0.693241,-0.489942,-0.000012,6.679220,0.006387,0.009749,2.903862,-28.071609,-0.000673
2.650000,530,992.592323,135.826206,-0.014761,53.508790,-0.000454,33.683225,63.227765,0.000179,0.050466,0.000115,0.000164,-0.004694,0.000072,0.004230,-0.114030,0.002068,0.684846,-0.561821,-0.000008,8.145037,0.006593,0.010238,2.891481,-32.189986,-0.000486
2.700000,540,990.905125,138.564217,-0.014792,52.405037,-0.000237,39.426839,65.580207,0.000187,0.050211,0.000119,0.000156,-0.005469,0.000069,0.004310,-0.141763,0.002129,0.673454,-0.645002,-0.000005,10.080604,0.006792,0.010707,2.876881,-36.955910,-0.000259
2.750000,550,988.894588,141.250283,-0.014884,50.765300,0.000014,46.548522,68.875835,0.000195,0.049918,0.000122,0.000145,-0.006210,0.000065,0.004390,-0.176073,0.002194,0.657548,-0.742094,0.000000,12.754108,0.006983,0.011149,2.860085,-42.518826,0.000015
2.800000,560,986.475679,143.854026,-0.015060,48.253995,0.000293,55.688184,73.685967,0.000202,0.049590,0.000125,0.000130,-0.006840,0.000060,0.004470,-0.219964,0.002261,0.634443,-0.856799,0.000006,16.678442,0.007159,0.011553,2.841283,-49.090963,0.000347
2.850000,570,983.518201,146.323307,-0.015356,44.203965,0.000586,68.047647,81.144764,0.000208,0.049235,0.000128,0.000110,-0.007225,0.000052,0.004550,-0.279014,0.002330,0.598876,-0.994700,0.000013,22.953793,0.007315,0.011906,2.820955,-56.992120,0.000759
2.900000,580,979.800056,148.558865,-0.015837,37.065281,0.000854,86.252715,93.879529,0.000213,0.048890,0.000130,0.000084,-0.006038,0.000041,0.004629,-0.300000,0.002398,0.538878,-1.164927,0.000023,34.374752,0.007445,0.012192,2.801200,-66.745407,0.001319
2.950000,590,974.870316,150.335803,-0.016634,22.205146,0.000960,117.635352,119.712759,0.000216,0.048645,0.000132,0.000053,-0.003737,0.000026,0.004709,-0.300000,0.002451,0.500000,-1.384229,0.000043,60.226788,0.007538,0.012395,2.787139,-79.310480,0.002477
3.000000,600,967.445544,150.933044,-0.027475,-23.470798,10.511265,195.813728,197.495269,0.000218,0.048519,0.000125,0.000021,-0.002100,-0.000366,0.004789,-0.300000,0.169135,0.500000,-1.690090,2.720533,164.306212,0.007156,0.012481,2.779945,-96.835028,155.875047
3.050000,610,1000.054003,150.140271,-0.078661,55.022377,-0.000025,0.100853,55.022469,0.000002,0.050024,0.000164,0.000153,0.001924,0.000042,0.004869,0.049615,0.002433,0.724916,-0.001833,-0.000000,602.922222,0.009371,0.000105,2.866138,-0.105020,-0.000026
3.100000,620,1000.179961,152.889939,-0.078213,55.078761,-0.000210,0.379398,55.080068,0.000013,0.050148,0.000167,0.000240,0.002680,0.000090,0.004949,0.048208,0.002456,0.724629,-0.006888,-0.000004,210.514063,0.009575,0.000725,2.873262,-0.394663,-0.000219
3.150000,630,1000.291608,155.643165,-0.077763,55.135734,-0.000452,0.694667,55.140110,0.000025,0.050281,0.000172,0.000251,0.002634,0.000105,0.005029,0.046623,0.002472,0.724330,-0.012599,-0.000008,73.645023,0.009859,0.001448,2.880903,-0.721843,-0.000470
3.200000,640,1000.387019,158.400079,-0.077311,55.193216,-0.000695,1.050777,55.203217,0.000038,0.050410,0.000177,0.000255,0.002534,0.000109,0.005109,0.044840,0.002487,0.724016,-0.019036,-0.000013,25.874963,0.010167,0.002189,2.888307,-1.090674,-0.000722
3.250000,650,1000.464011,161.160816,-0.076857,55.251067,-0.000924,1.453130,55.270173,0.000051,0.050534,0.000183,0.000259,0.002420,0.000111,0.005188,0.042832,0.002504,0.723684,-0.026294,-0.000017,9.172019,0.010483,0.002942,2.895404,-1.506559,-0.000959
3.300000,660,1000.520111,163.925520,-0.076400,55.309065,-0.001135,1.907902,55.341962,0.000065,0.050652,0.000189,0.000262,0.002292,0.000112,0.005268,0.040572,0.002523,0.723327,-0.034482,-0.000021,3.313947,0.010802,0.003704,2.902154,-1.975651,-0.001176
3.350000,670,1000.552513,166.694337,-0.075940,55.366875,-0.001325,2.422128,55.419830,0.000078,0.050763,0.000194,0.000265,0.002149,0.000112,0.005348,0.038023,0.002543,0.722941,-0.043719,-0.000024,1.276816,0.011123,0.004476,2.908517,-2.504915,-0.001371
3.400000,680,1000.558031,169.467413,-0.075476,55.424015,-0.001495,3.003827,55.505355,0.000092,0.050867,0.000200,0.000269,0.001989,0.000113,0.005428,0.035148,0.002566,0.722518,-0.054144,-0.000027,0.621294,0.011446,0.005258,2.914445,-3.102236,-0.001546
3.450000,690,1000.533050,172.244887,-0.075008,55.479800,-0.001644,3.662156,55.600536,0.000106,0.050962,0.000205,0.000272,0.001810,0.000114,0.005508,0.031903,0.002591,0.722047,-0.065913,-0.000030,0.479467,0.011772,0.006048,2.919888,-3.776548,-0.001698
3.500000,700,1000.473458,175.026883,-0.074537,55.533280,-0.001772,4.407601,55.707918,0.000120,0.051047,0.000211,0.000275,0.001609,0.000114,0.005587,0.028236,0.002618,0.721517,-0.079203,-0.000032,0.538187,0.012099,0.006847,2.924785,-4.537975,-0.001828
3.550000,710,1000.374577,177.813497,-0.074062,55.583149,-0.001878,5.252205,55.830745,0.000134,0.051122,0.000217,0.000277,0.001383,0.000115,0.005667,0.024089,0.002647,0.720912,-0.094213,-0.000034,0.686054,0.012428,0.007655,2.929070,-5.398009,-0.001936
3.600000,720,1000.231074,180.604783,-0.073585,55.627630,-0.001962,6.209855,55.973168,0.000148,0.051185,0.000223,0.000280,0.001129,0.000116,0.005747,0.019395,0.002678,0.720210,-0.111172,-0.000035,0.885128,0.012760,0.008471,2.932668,-6.369703,-0.002021
3.650000,730,1000.036863,183.400728,-0.073106,55.664317,-0.002023,7.296643,56.140513,0.000162,0.051234,0.000229,0.000282,0.000845,0.000117,0.005827,0.014077,0.002712,0.719388,-0.130340,-0.000036,1.124492,0.013093,0.009293,2.935496,-7.467921,-0.002082
3.700000,740,999.784975,186.201222,-0.072627,55.689964,-0.002059,8.531335,56.339647,0.000177,0.051268,0.000234,0.000284,0.000525,0.000117,0.005907,0.008044,0.002748,0.718410,-0.152012,-0.000037,1.403659,0.013429,0.010122,2.937459,-8.709623,-0.002118
3.750000,750,999.467412,189.006016,-0.072150,55.700199,-0.002068,9.935986,56.579466,0.000191,0.051286,0.000240,0.000286,0.000168,0.000118,0.005986,0.001189,0.002786,0.717233,-0.176527,-0.000037,1.726813,0.013767,0.010956,2.938452,-10.114226,-0.002127
3.800000,760,999.074955,191.814667,-0.071676,55.689125,-0.002050,11.536773,56.871573,0.000206,0.051284,0.000246,0.000287,-0.000232,0.000119,0.006066,-0.006615,0.002828,0.715802,-0.204274,-0.000037,2.101035,0.014106,0.011794,2.938359,-11.704055,-0.002109
3.850000,770,998.596931,194.626454,-0.071210,55.648763,-0.002001,13.365140,57.231213,0.000221,0.051261,0.000252,0.000287,-0.000679,0.000119,0.006146,-0.015517,0.002872,0.714042,-0.235705,-0.000036,2.536126,0.014447,0.012635,2.937053,-13.504920,-0.002060
3.900000,780,998.020901,197.440273,-0.070754,55.568253,-0.001919,15.459410,57.678628,0.000235,0.051215,0.000258,0.000287,-0.001176,0.000119,0.006226,-0.025705,0.002920,0.711854,-0.271344,-0.000035,3.045235,0.014788,0.013475,2.934393,-15.546876,-0.001979
3.950000,790,997.332255,200.254484,-0.070314,55.432682,-0.001802,17.867141,58.241024,0.000250,0.051142,0.000264,0.000285,-0.001727,0.000119,0.006305,-0.037405,0.002971,0.709107,-0.311807,-0.000032,3.646177,0.015130,0.014313,2.930232,-17.865243,-0.001862
4.000000,800,996.513655,203.066686,-0.069897,55.221310,-0.001645,20.648619,58.955564,0.000264,0.051041,0.000270,0.000283,-0.002333,0.000119,0.006385,-0.050908,0.003026,0.705620,-0.357828,-0.000030,4.363656,0.015470,0.015144,2.924411,-20.502018,-0.001707
4.050000,810,995.544259,205.873402,-0.069510,54.904802,-0.001446,23.882267,59.874034,0.000279,0.050907,0.000276,0.000278,-0.002995,0.000118,0.006465,-0.066591,0.003086,0.701144,-0.410290,-0.000026,5.232977,0.015809,0.015965,2.916769,-23.507881,-0.001509
4.100000,820,994.398589,208.669594,-0.069164,54.440709,-0.001201,27.673283,61.070463,0.000293,0.050739,0.000282,0.000271,-0.003708,0.000116,0.006545,-0.084957,0.003150,0.695322,-0.470281,-0.000022,6.306391,0.016142,0.016770,2.907153,-26.945127,-0.001264
4.150000,830,993.044832,211.447909,-0.068874,53.765765,-0.000907,32.168090,62.654158,0.000306,0.050535,0.000287,0.000262,-0.004462,0.000114,0.006624,-0.106705,0.003218,0.687629,-0.539169,-0.000017,7.664480,0.016469,0.017551,2.895425,-30.892108,-0.000966
4.200000,840,991.442138,214.197446,-0.068657,52.781944,-0.000561,37.579817,64.793334,0.000319,0.050292,0.000293,0.000249,-0.005237,0.000110,0.006704,-0.132850,0.003292,0.677261,-0.618723,-0.000011,9.437786,0.016786,0.018300,2.881494,-35.450198,-0.000609
4.250000,850,989.536123,216.901633,-0.068541,51.329384,-0.000165,44.236347,67.761051,0.000332,0.050010,0.000298,0.000232,-0.005995,0.000104,0.006784,-0.164944,0.003371,0.662921,-0.711312,-0.000003,11.850984,0.017087,0.019004,2.865346,-40.755201,-0.000184
4.300000,860,987.250785,219.534264,-0.068561,49.128935,0.000276,52.678979,72.032819,0.000343,0.049691,0.000303,0.000209,-0.006669,0.000095,0.006864,-0.205533,0.003455,0.642369,-0.820254,0.000006,15.321946,0.017367,0.019650,2.847112,-46.997096,0.000322
4.350000,870,984.472621,222.051390,-0.068777,45.644948,0.000746,63.889496,78.519609,0.000353,0.049343,0.000307,0.000179,-0.007146,0.000084,0.006943,-0.259191,0.003541,0.611358,-0.950447,0.000016,20.713068,0.017618,0.020220,2.827167,-54.456626,0.000936
4.400000,880,981.015105,224.372329,-0.069285,39.698805,0.001197,79.903474,89.221972,0.000361,0.048985,0.000311,0.000142,-0.006656,0.000068,0.007023,-0.300000,0.003627,0.560716,-1.109684,0.000030,30.089916,0.017829,0.020692,2.806660,-63.580227,0.001728
4.450000,890,976.522510,226.325462,-0.070276,28.071156,0.001493,105.923452,109.579959,0.000367,0.048706,0.000314,0.000096,-0.004453,0.000047,0.007103,-0.300000,0.003699,0.500000,-1.311738,0.000053,49.688147,0.017989,0.021041,2.790656,-75.157045,0.003048
4.500000,900,970.107452,227.430861,-0.072251,-2.304906,-0.002026,161.520492,161.536936,0.000371,0.048544,0.000316,0.000045,-0.002090,0.000022,0.007182,-0.300000,0.003671,0.500000,-1.585065,-3.140714,108.230225,0.018084,0.021247,2.781351,-90.817558,-179.949645
4.550000,910,1000.013684,225.766254,-0.135511,55.005584,-0.000003,0.024547,55.005590,0.000000,0.050002,0.000362,0.000080,0.000710,0.000019,0.007262,0.050000,0.003631,0.725000,-0.000446,-0.000000,826.889144,0.020727,0.000013,2.864908,-0.025569,-0.000003
4.600000,920,1000.143595,228.514878,-0.134517,55.061781,-0.000216,0.292091,55.062556,0.000014,0.050108,0.000366,0.000345,0.002638,0.000122,0.007342,0.048649,0.003652,0.724716,-0.005305,-0.000004,288.620728,0.020959,0.000775,2.870972,-0.303939,-0.000225
4.650000,930,1000.259726,231.267024,-0.133520,55.118584,-0.000564,0.596022,55.121806,0.000032,0.050242,0.000373,0.000371,0.002659,0.000152,0.007421,0.047118,0.003658,0.724421,-0.010813,-0.000010,100.892678,0.021360,0.001832,2.878629,-0.619541,-0.000586
4.700000,940,1000.360225,234.022817,-0.132521,55.175924,-0.000928,0.939349,55.183920,0.000051,0.050372,0.000381,0.000376,0.002566,0.000160,0.007501,0.045397,0.003661,0.724112,-0.017023,-0.000017,35.389878,0.021810,0.002925,2.886116,-0.975345,-0.000964
4.750000,950,1000.442988,236.782392,-0.131518,55.233684,-0.001273,1.327217,55.249628,0.000070,0.050498,0.000389,0.000379,0.002456,0.000163,0.007581,0.043460,0.003666,0.723786,-0.024024,-0.000023,12.503173,0.022274,0.004030,2.893309,-1.376502,-0.001321
4.800000,960,1000.505635,239.545891,-0.130511,55.291667,-0.001590,1.765566,55.319849,0.000090,0.050617,0.000397,0.000382,0.002332,0.000163,0.007660,0.041279,0.003674,0.723437,-0.031921,-0.000029,4.482942,0.022741,0.005144,2.900167,-1.828939,-0.001648
4.850000,970,1000.545462,242.313459,-0.129498,55.349577,-0.001876,2.261161,55.395745,0.000109,0.050731,0.000405,0.000385,0.002194,0.000163,0.007740,0.038820,0.003685,0.723061,-0.040830,-0.000034,1.677186,0.023210,0.006267,2.906651,-2.339367,-0.001942
4.900000,980,1000.559405,245.085242,-0.128479,55.406980,-0.002130,2.821712,55.478784,0.000129,0.050836,0.000413,0.000388,0.002039,0.000163,0.007819,0.036048,0.003699,0.722649,-0.050883,-0.000038,0.740281,0.023680,0.007398,2.912715,-2.915384,-0.002202
